,task_id,title,project_id,task_father,status,father,project,labels,reworks,lastReworks
62,7855426,RIR24_ProduçãoVídeoCase,469687,,finalizada,,"{'id': 469687, 'name': 'ROCK IN RIO', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
63,7837293,KFC | INAUGURAÇÃO | CRIAÇÃO | IDEIA CRIATIVA,513820,7805866.0,en_proceso,"{'id': 7805866, 'title': 'KFC | INAUGURAÇÃO | BRIEFING'}","{'id': 513820, 'name': 'INAUGURAÇÃO', 'client_id': 69244, 'client': {'id': 69244, 'name': 'KFC', 'client_status_id': 1}}",[],[],[]
64,7841267,PROATIVO_BLACKFRIDAY_PLANEJAMENTO,453770,7840976.0,nueva,"{'id': 7840976, 'title': 'CRO0024_CLARO_PROATIVO_BLACKFRIDAY'}","{'id': 453770, 'name': 'PROATIVO', 'client_id': 58411, 'client': {'id': 58411, 'name': 'CLARO', 'client_status_id': 1}}",[],[],[]
65,7697996,MKT DO SEU JEITO/CENTRAL DE CRESCIMENTO - LANÇAMENTO l PLANO 360,433420,,en_proceso,,"{'id': 433420, 'name': 'CENTRAL DE CRESCIMENTO', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
66,7855446,Curso Decola - Recuperação de Delivery,433450,,finalizada,,"{'id': 433450, 'name': 'JOB FAST B2B', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
67,7854724,Arte WhatsApp - Relatório para Restaurantes,433450,,finalizada,,"{'id': 433450, 'name': 'JOB FAST B2B', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
68,7677978,Seguros iFood Pago,491702,,finalizada,,"{'id': 491702, 'name': 'IFOOD PAGO', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
69,7817486,Banners Decola - Novo KV | Criação | DA,433450,7815100.0,finalizada,"{'id': 7815100, 'title': 'Banners | Decola - Novo KV'}","{'id': 433450, 'name': 'JOB FAST B2B', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],"[{'id': 293033261, 'eventlogstable_id': 7817486, 'created_at': '2024-09-27 19:37:28', 'field_change': {'requested_by': 'client', 'description': '...', 'isEdition': False}}]","[{'id': 655211, 'task_log_id': 7817486, 'user_id': 51578, 'contact_id': None, 'date': '2024-09-27T00:00:00.000Z', 'source': 'client', 'description': '<p><span class=""mention user-mention-53378"" id=""mention-item"" data-mention=""@LUD ARAUJO"" data-user-id=""53378"" data-mail=""lud.araujo@dm9.com.br"">@LUD ARAUJO</span> tem um ajuste aqui:<br><br><a target=""_blank"" rel=""noopener noreferrer"" href=""https://drive.google.com/drive/u/1/folders/1_B7-8Onr5aURLpzG6Zoce9qFmW-LjavH"">https://drive.google.com/drive/u/1/folders/1_B7-8Onr5aURLpzG6Zoce9qFmW-LjavH</a></p>', 'field_change': {'requested_by': 'client', 'description': '<p><span class=""mention user-mention-53378"" id=""mention-item"" data-mention=""@LUD ARAUJO"" data-user-id=""53378"" data-mail=""lud.araujo@dm9.com.br"">@LUD ARAUJO</span> tem um ajuste aqui:<br><br><a target=""_blank"" rel=""noopener noreferrer"" href=""https://drive.google.com/drive/u/1/folders/1_B7-8Onr5aURLpzG6Zoce9qFmW-LjavH"">https://drive.google.com/drive/u/1/folders/1_B7-8Onr5aURLpzG6Zoce9qFmW-LjavH</a></p>', 'deadline': '2024-09-30 21:00:00', 'reason': 'adjustment', 'assignedTo': [53378], 'assignedUsers': [{'id': 53378, 'firstName': 'LUD', 'lastName': 'ARAUJO', 'picture': 'c-3898-118331056348.jpg', 'remainingHours': 100, 'roleId': 4, 'email': 'lud.araujo@dm9.com.br'}], 'isEdition': False, 'attachments': '[]'}, 'company_id': 3898, 'created_at': '2024-09-27 19:37:28', 'updated_at': '2024-09-27 19:37:28', 'deleted_at': None, 'reason': 'adjustment', 'deadline': '2024-09-30T21:00:00.000Z', 'attachments': []}]"
70,7864641,MEU CAIXA - iFOOD PAGO,491702,,en_diseno,,"{'id': 491702, 'name': 'IFOOD PAGO', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
71,7828273,iFood Descomplica | 1 Ano,433450,,finalizada,,"{'id': 433450, 'name': 'JOB FAST B2B', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
72,7628071,IFO0013/2024-GROCERIES-GOVERNANÇA_ROTINAS,445923,,finalizada,,"{'id': 445923, 'name': 'GROCERIES 2024', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
73,7817886,ENTREGAS DE CALENDARIO - DEZEMBRO,433475,,finalizada,,"{'id': 433475, 'name': 'ENTREGAS DE CALENDÁRIO', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
74,7833619,iFood Descomplica | 1 Ano l DA,433450,7828273.0,finalizada,"{'id': 7828273, 'title': 'iFood Descomplica | 1 Ano'}","{'id': 433450, 'name': 'JOB FAST B2B', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],"[{'id': 293860185, 'eventlogstable_id': 7833619, 'created_at': '2024-10-01 16:11:23', 'field_change': {'requested_by': 'client', 'description': '<p>Colocar a frase de comemoração de 1 ano de ifood descomnplkica"":<br><br>Comemorando 1 Ano do iFood Descomplica!<br><br>colocar alguma arte de parabens :)</p>', 'isEdition': False}}]","[{'id': 656668, 'task_log_id': 7833619, 'user_id': 51578, 'contact_id': None, 'date': '2024-10-01T00:00:00.000Z', 'source': 'client', 'description': '<p>Colocar a frase de comemoração de 1 ano de ifood descomnplkica"":<br><br>Comemorando 1 Ano do iFood Descomplica!<br><br>colocar alguma arte de parabens :)</p>', 'field_change': {'requested_by': 'client', 'description': '<p>Colocar a frase de comemoração de 1 ano de ifood descomnplkica"":<br><br>Comemorando 1 Ano do iFood Descomplica!<br><br>colocar alguma arte de parabens :)</p>', 'deadline': '2024-10-01 21:00:00', 'reason': 'adjustment', 'assignedTo': [53378], 'assignedUsers': [{'id': 53378, 'firstName': 'LUD', 'lastName': 'ARAUJO', 'picture': 'c-3898-118331056348.jpg', 'remainingHours': 100, 'roleId': 4, 'email': 'lud.araujo@dm9.com.br'}], 'isEdition': False, 'attachments': '[]'}, 'company_id': 3898, 'created_at': '2024-10-01 16:11:23', 'updated_at': '2024-10-01 16:11:23', 'deleted_at': None, 'reason': 'adjustment', 'deadline': '2024-10-01T21:00:00.000Z', 'attachments': []}]"
75,7672430,NETFLIX SENNA_LANÇAMENTO NO TRADE_CRIAÇÃO,506710,7666923.0,en_diseno,"{'id': 7666923, 'title': 'CRO0060_CLARO_NETFLIX SENNA_LANÇAMENTO NO TRADE'}","{'id': 506710, 'name': 'NETFLIX SENNA ', 'client_id': 58411, 'client': {'id': 58411, 'name': 'CLARO', 'client_status_id': 1}}",[],"[{'id': 292677952, 'eventlogstable_id': 7672430, 'created_at': '2024-09-26 20:01:21', 'field_change': {'requested_by': 'client', 'description': '<p>Olá!</p><p>Tudo bem?</p><p>&nbsp;</p>...</p></p></p>', 'isEdition': False}}, {'id': 295434003, 'eventlogstable_id': 7672430, 'created_at': '2024-10-07 14:48:15', 'field_change': {'requested_by': 'client', 'description': '<p>Olá!<br>Tudo bem?<br><br>Conforme conversamos na sexta-feira, precisamos fazer alguns ajustes para apresentação de hoje:<br><br>- Organizar a apresentação trazendo a...</br></br></br></br></br></p>', 'isEdition': False}}, {'id': 296214730, 'eventlogstable_id': 7672430, 'created_at': '2024-10-09 13:01:02', 'field_change': {'requested_by': 'client', 'description': '<p>Olá!</p><p>Tudo bem?</p><p>Conforme alinhado em reunião, precisamos seguir com alguns...</p></p></p>', 'isEdition': False}}, {'id': 297351790, 'eventlogstable_id': 7672430, 'created_at': '2024-10-14 13:51:09', 'field_change': {'requested_by': 'client', 'description': '<p>Olá!<br>Tudo bem?<br><br>Precisamos correr com algumas artes para o projeto Senna:<br><br>- Artes do crachá e camiseta - OK, Adriana entregou;<br><br>- Desenvolver telas...</br></br></br></br></br></br></br></p>', 'isEdition': False}}, {'id': 298953367, 'eventlogstable_id': 7672430, 'created_at': '2024-10-18 17:10:06', 'field_change': {'requested_by': 'client', 'description': '...', 'isEdition': False}}]","[{'id': 667702, 'task_log_id': 7672430, 'user_id': 52711, 'contact_id': None, 'date': '2024-10-18T00:00:00.000Z', 'source': 'client', 'description': '<p>Olá!<br>Tudo bem?<br><br>Segue retorno da Netflix sobre a Loja Senna:<br>&nbsp;</p><p><strong>1) TAG - DEVICES</strong></p><ul><li>Dar um ""pouquinho"" de respiro entre o Logo de Senna e o Leone. No KV, da metade da letra ""A"" para baixo, não fica grudado no Leone.<br>Incluir logo de Claro TV+.</li></ul><p><strong>2) SAIA DE MESA 1&nbsp;</strong></p><ul><li><strong>Visão frontal: </strong>aumentar os logos co-branded (só na Netflix l Clarotv+)</li><li><strong>Visão lateral: </strong>substituir a ordem dos logos co-branded, primeiro Netflix e abaixo Clarotv+.</li></ul><p><strong>3) SAIA MULTICOMBO: Aprovado!&nbsp;</strong><br>&nbsp;</p><p><strong>4) SAIA DE MESA 2&nbsp;</strong></p><ul><li><strong>Visão frontal:&nbsp;</strong>aumentar os logos co-branded (só na Netflix l Clarotv+)</li><li><strong>Visão lateral:&nbsp;</strong>substituir a ordem dos logos co-branded, primeiro Netflix e abaixo Clarotv+.</li></ul><p><strong>5) TAMPO DE MESA:&nbsp;Aprovado!&nbsp;</strong><br><br><strong>6) Precisaremos criar uma gigantografia para Foto oportunity do Gabriel Leone, contemplando Morumbi e Interlagos.</strong><br><br><strong>&nbsp;PENDÊNCIAS - Netflix </strong><i>(Estamos fazendo de tudo para resolver ainda hoje).&nbsp;</i></p><ul><li>Pitwall;</li><li>Chão de lojas (caminho de corrida);</li></ul><p>Telas digitais: Direcionamento de <i>wording</i>.<br><br><strong>Precisamos fazer as apresentações separadas por loja hoje para conseguirem liberar a OS no shopping.</strong><br><strong>Mesmo com algumas coisas ainda não 100% aprovada, foco maior era a fachada que já foi aprovada.</strong><br><strong>Pitwall vamos manter a versão com o KV netflix com o sol chapado em vermelho.</strong><br><br>Prazo de ajustes: 18/10.</p>', 'field_change': {'requested_by': 'client', 'description': '<p>Olá!<br>Tudo bem?<br><br>Segue retorno da Netflix sobre a Loja Senna:<br>&nbsp;</p><p><strong>1) TAG - DEVICES</strong></p><ul><li>Dar um ""pouquinho"" de respiro entre o Logo de Senna e o Leone. No KV, da metade da letra ""A"" para baixo, não fica grudado no Leone.<br>Incluir logo de Claro TV+.</li></ul><p><strong>2) SAIA DE MESA 1&nbsp;</strong></p><ul><li><strong>Visão frontal: </strong>aumentar os logos co-branded (só na Netflix l Clarotv+)</li><li><strong>Visão lateral: </strong>substituir a ordem dos logos co-branded, primeiro Netflix e abaixo Clarotv+.</li></ul><p><strong>3) SAIA MULTICOMBO: Aprovado!&nbsp;</strong><br>&nbsp;</p><p><strong>4) SAIA DE MESA 2&nbsp;</strong></p><ul><li><strong>Visão frontal:&nbsp;</strong>aumentar os logos co-branded (só na Netflix l Clarotv+)</li><li><strong>Visão lateral:&nbsp;</strong>substituir a ordem dos logos co-branded, primeiro Netflix e abaixo Clarotv+.</li></ul><p><strong>5) TAMPO DE MESA:&nbsp;Aprovado!&nbsp;</strong><br><br><strong>6) Precisaremos criar uma gigantografia para Foto oportunity do Gabriel Leone, contemplando Morumbi e Interlagos.</strong><br><br><strong>&nbsp;PENDÊNCIAS - Netflix </strong><i>(Estamos fazendo de tudo para resolver ainda hoje).&nbsp;</i></p><ul><li>Pitwall;</li><li>Chão de lojas (caminho de corrida);</li></ul><p>Telas digitais: Direcionamento de <i>wording</i>.<br><br><strong>Precisamos fazer as apresentações separadas por loja hoje para conseguirem liberar a OS no shopping.</strong><br><strong>Mesmo com algumas coisas ainda não 100% aprovada, foco maior era a fachada que já foi aprovada.</strong><br><strong>Pitwall vamos manter a versão com o KV netflix com o sol chapado em vermelho.</strong><br><br>Prazo de ajustes: 18/10.</p>', 'deadline': '2024-10-18 21:30:00', 'reason': 'adjustment', 'assignedTo': [52803, 52931], 'assignedUsers': [{'id': 52803, 'firstName': 'ADRIANA', 'lastName': 'LAZARIN', 'picture': 'c-3898-240781952506.png', 'remainingHours': 100, 'roleId': 4, 'email': 'adriana.lazarin@dm9.com.br'}, {'id': 52931, 'firstName': 'BRUNA', 'lastName': 'LUDKE', 'picture': 'c-3898-236974222639.jpeg', 'remainingHours': 100, 'roleId': 4, 'email': 'bruna.ludke@dm9.com.br'}], 'isEdition': False, 'attachments': '[]'}, 'company_id': 3898, 'created_at': '2024-10-18 17:10:06', 'updated_at': '2024-10-18 17:10:06', 'deleted_at': None, 'reason': 'adjustment', 'deadline': '2024-10-18T21:30:00.000Z', 'attachments': []}, {'id': 664043, 'task_log_id': 7672430, 'user_id': 52711, 'contact_id': None, 'date': '2024-10-14T00:00:00.000Z', 'source': 'client', 'description': '<p>Olá!<br>Tudo bem?<br><br>Precisamos correr com algumas artes para o projeto Senna:<br><br>- Artes do crachá e camiseta - OK, Adriana entregou;<br><br>- Desenvolver telas (que não precisam do KV) que fala dos nomes dos episódios, tags (cliente precisa passar internamente para aprovação), precisamos montar uma apresentação com essas comunicações;<br><br>- Ajustar apresentação &nbsp;de forma separada e reduzida para que o Cliente consiga enviar para cada shopping (Morumbi, Interlagos e SP Market);<br>&nbsp;</p><p>- Trazer as fachadas renderizadas.<br><br>Prazo Apresentações : 14/10<br>Prazo: Demais entregas 15/10.<br>&nbsp;</p>', 'field_change': {'requested_by': 'client', 'description': '<p>Olá!<br>Tudo bem?<br><br>Precisamos correr com algumas artes para o projeto Senna:<br><br>- Artes do crachá e camiseta - OK, Adriana entregou;<br><br>- Desenvolver telas (que não precisam do KV) que fala dos nomes dos episódios, tags (cliente precisa passar internamente para aprovação), precisamos montar uma apresentação com essas comunicações;<br><br>- Ajustar apresentação &nbsp;de forma separada e reduzida para que o Cliente consiga enviar para cada shopping (Morumbi, Interlagos e SP Market);<br>&nbsp;</p><p>- Trazer as fachadas renderizadas.<br><br>Prazo Apresentações : 14/10<br>Prazo: Demais entregas 15/10.<br>&nbsp;</p>', 'deadline': '2024-10-14 21:30:00', 'reason': 'adjustment', 'assignedTo': [52803, 52931], 'assignedUsers': [{'id': 52803, 'firstName': 'ADRIANA', 'lastName': 'LAZARIN', 'picture': 'c-3898-240781952506.png', 'remainingHours': 100, 'roleId': 4, 'email': 'adriana.lazarin@dm9.com.br'}, {'id': 52931, 'firstName': 'BRUNA', 'lastName': 'LUDKE', 'picture': 'c-3898-236974222639.jpeg', 'remainingHours': 100, 'roleId': 4, 'email': 'bruna.ludke@dm9.com.br'}], 'isEdition': False, 'attachments': '[]'}, 'company_id': 3898, 'created_at': '2024-10-14 13:51:09', 'updated_at': '2024-10-14 13:51:09', 'deleted_at': None, 'reason': 'adjustment', 'deadline': '2024-10-14T21:30:00.000Z', 'attachments': []}, {'id': 661578, 'task_log_id': 7672430, 'user_id': 52711, 'contact_id': None, 'date': '2024-10-09T00:00:00.000Z', 'source': 'client', 'description': '<p>Olá!</p><p>Tudo bem?</p><p>Conforme alinhado em reunião, precisamos seguir com alguns ajustes e criação:<br>&nbsp;</p><p>- Fazer uma versão de fachada trazendo mais a cara da série e da energia do torcedor (bandeiras). Levar as versões para a Loja SP Market e Interlagos;<br>&nbsp;</p><p>- Descer a arte das camisetas e crachás, lembrando que precisamos evidenciar CLARO TV+;<br>&nbsp;</p><p><strong>Evento de lançamento:</strong><br>Datas:<strong> </strong>30/10, 17/11 e 24/11<br>Horário: 9h às 10h<br>&nbsp;</p><p>- Para do lançamento da loja com a Imersão/projeção, precisamos agregar mais valor a esse momento, com isso precisamos pensar no evento de lançamento (como era feito em BK) direcionando para as ativações em loja, momento de contar o storytelling. Podemos colocar num flyer para dar embasamento os convidados/influenciadores.<br>Aqui podemos contar com os Fittpaldi, talvez encontrar uma oportunidade para os 30 capacetes que a Claro tem, não podemos fugir muito do que terá em loja, por conta de prazo e custo. Na loja Morumbi terá o Pitwall e estará dressada, mas podemos levar ideias simples para agregar valor.<br>&nbsp;</p><p>- Pensar em um brinde exclusivo para os convidados.<br>&nbsp;</p><p>Referência de BK:</p><p>smb://10.243.136.23/clients$/2024/BK_BRASIL/INSTITUCIONAL/ZAM_0004_2024_DEADPOOL_2024/CRIACAO/BKB_0006_C<br>&nbsp;</p><p>Prazo: 11/10</p>', 'field_change': {'requested_by': 'client', 'description': '<p>Olá!</p><p>Tudo bem?</p><p>Conforme alinhado em reunião, precisamos seguir com alguns ajustes e criação:<br>&nbsp;</p><p>- Fazer uma versão de fachada trazendo mais a cara da série e da energia do torcedor (bandeiras). Levar as versões para a Loja SP Market e Interlagos;<br>&nbsp;</p><p>- Descer a arte das camisetas e crachás, lembrando que precisamos evidenciar CLARO TV+;<br>&nbsp;</p><p><strong>Evento de lançamento:</strong><br>Datas:<strong> </strong>30/10, 17/11 e 24/11<br>Horário: 9h às 10h<br>&nbsp;</p><p>- Para do lançamento da loja com a Imersão/projeção, precisamos agregar mais valor a esse momento, com isso precisamos pensar no evento de lançamento (como era feito em BK) direcionando para as ativações em loja, momento de contar o storytelling. Podemos colocar num flyer para dar embasamento os convidados/influenciadores.<br>Aqui podemos contar com os Fittpaldi, talvez encontrar uma oportunidade para os 30 capacetes que a Claro tem, não podemos fugir muito do que terá em loja, por conta de prazo e custo. Na loja Morumbi terá o Pitwall e estará dressada, mas podemos levar ideias simples para agregar valor.<br>&nbsp;</p><p>- Pensar em um brinde exclusivo para os convidados.<br>&nbsp;</p><p>Referência de BK:</p><p>smb://10.243.136.23/clients$/2024/BK_BRASIL/INSTITUCIONAL/ZAM_0004_2024_DEADPOOL_2024/CRIACAO/BKB_0006_C<br>&nbsp;</p><p>Prazo: 11/10</p>', 'deadline': '2024-10-11 21:30:00', 'reason': 'adjustment', 'assignedTo': [52803, 52931], 'assignedUsers': [{'id': 52803, 'firstName': 'ADRIANA', 'lastName': 'LAZARIN', 'picture': 'c-3898-240781952506.png', 'remainingHours': 100, 'roleId': 4, 'email': 'adriana.lazarin@dm9.com.br'}, {'id': 52931, 'firstName': 'BRUNA', 'lastName': 'LUDKE', 'picture': 'c-3898-236974222639.jpeg', 'remainingHours': 100, 'roleId': 4, 'email': 'bruna.ludke@dm9.com.br'}], 'isEdition': False, 'attachments': '[]'}, 'company_id': 3898, 'created_at': '2024-10-09 13:01:02', 'updated_at': '2024-10-09 13:01:02', 'deleted_at': None, 'reason': 'adjustment', 'deadline': '2024-10-11T21:30:00.000Z', 'attachments': []}, {'id': 659889, 'task_log_id': 7672430, 'user_id': 52711, 'contact_id': None, 'date': '2024-10-07T00:00:00.000Z', 'source': 'client', 'description': '<p>Olá!<br>Tudo bem?<br><br>Conforme conversamos na sexta-feira, precisamos fazer alguns ajustes para apresentação de hoje:<br><br>- Organizar a apresentação trazendo a projeção/pipo em primeiro lugar;</p><p>- Trazer Claro TV + com mais destaque;</p><p>- Ativações prioritárias: Projeção/Pipo, Pitwall, Cenografia, fachada e comunicação. Levar as demais ativações como um plus;</p><p>- Saia de mesa lateral e testeira colocar o mood de CLARO TV +</p><p>- Pitiwall colocar CLARO TV +<br>- Atualizar a fachada da versão Pipo;<br>- Considerar as alterações que o Hugo fez e as observações colocada pelos criativos na propia apresentação;<br>- Atenção com os detalhes, pois a apresentação está desconfigurada.<br><br>Prazo: 07/10 antes das 15h.</p>', 'field_change': {'requested_by': 'client', 'description': '<p>Olá!<br>Tudo bem?<br><br>Conforme conversamos na sexta-feira, precisamos fazer alguns ajustes para apresentação de hoje:<br><br>- Organizar a apresentação trazendo a projeção/pipo em primeiro lugar;</p><p>- Trazer Claro TV + com mais destaque;</p><p>- Ativações prioritárias: Projeção/Pipo, Pitwall, Cenografia, fachada e comunicação. Levar as demais ativações como um plus;</p><p>- Saia de mesa lateral e testeira colocar o mood de CLARO TV +</p><p>- Pitiwall colocar CLARO TV +<br>- Atualizar a fachada da versão Pipo;<br>- Considerar as alterações que o Hugo fez e as observações colocada pelos criativos na propia apresentação;<br>- Atenção com os detalhes, pois a apresentação está desconfigurada.<br><br>Prazo: 07/10 antes das 15h.</p>', 'deadline': '2024-10-07 18:00:00', 'reason': 'adjustment', 'assignedTo': [], 'assignedUsers': None, 'isEdition': False, 'attachments': '[]'}, 'company_id': 3898, 'created_at': '2024-10-07 14:48:15', 'updated_at': '2024-10-07 14:48:15', 'deleted_at': None, 'reason': 'adjustment', 'deadline': '2024-10-07T18:00:00.000Z', 'attachments': []}, {'id': 654485, 'task_log_id': 7672430, 'user_id': 52711, 'contact_id': None, 'date': '2024-09-26T00:00:00.000Z', 'source': 'client', 'description': ""<p>Olá!</p><p>Tudo bem?</p><p>&nbsp;</p><p>Conforme falamos em reunião e depois de assistir o 5 episódios de Senna, precisamos descer o projeto no detalhe, ainda estamos com algumas pendências que é saber quais e quantas lojas serão, mas podemos pegar a Morumbi como modelo.</p><p>Com isso, precisamos fazer um briefing criativo para orientar o time a desenvolver ideias a partir dos novos cenários:</p><p>&nbsp;</p><p>Cenário 1 - Circuito da emoção na loja Morumbi, depois desdobrariamos para &nbsp;Interlagos e SP Market. Aqui precisamos ajustar o conceito que levamos a partir dos dont's que a Netflix passou;</p><p>&nbsp;</p><p>Cenário 2 - Ideia Pipo pensada na loja Morumbi também.</p><p>&nbsp;</p><p>Abaixo deixo pontos importantes para termos em mente ao descer as ideias:</p><p>&nbsp;</p><p>Guide com os dont's em anexo;</p><p>Assets/KV liberado via e-mail (precisam solicitar acesso, para a Netflix liberar);</p><p>Precisamos ter sempre em mente que não podemos usar NADA que remeta a FÓRMULA 1;</p><p>Precisamos focar na série, um caminho bacana é usar o nome dos episódios: 1 Vocação, 2 Determinação, 3 Ambição, 4 Paixão, 5 Herói, 6 Tempo;</p><p>Não podemos trazer nenhuma outra empresa em evidência, nem no capacete, nem nas roupas, em nada, somente CLARO e NETFLIX;</p><p>Não podemos criar nada que remeta diretamente ao Ayrton, nem o nome, precisaremos trabalhar com ''O que espera ver na série? '' ''O que gostaria de ver na série sobre o Senna? '' Falar sobre cenas da série, trazer frases neutras como ''Veja as vitórias no Claro TV+...’’;</p><p>Replica do capacete e macacão, Claro e Netflix amaram e podem nos ajudar a conseguir internamente, Claro já tem 30 capacetes;</p><p>Som das emoções precisamos rever, pois não podemos citar o Ayrton, precisaremos retrabalhar e focar na série;</p><p>Textos das telas estão OKs;</p><p>Sessão de cinema OKs;</p><p>Enxoval OKs;</p><p>O envelopamento do simulador precisa ser simples, sem defender nenhuma marca, somente Claro e Netflix;</p><p>Para a ativação do pneu, podemos trazer um carro neutro, sem remeter a formula 1 e sem marcas;</p><p>Não podemos utilizar personagens da série e nem da vida real;</p><p>Não podemos expor os vídeos/trailers antes do dia 3 de Novembro que é o dia que eles postarão o ultimo vídeo, só podemos postar o que eles já postaram;</p><p>Podemos utilizar o ator principal (Gabriel Leone).</p>"", 'field_change': {'requested_by': 'client', 'description': ""<p>Olá!</p><p>Tudo bem?</p><p>&nbsp;</p><p>Conforme falamos em reunião e depois de assistir o 5 episódios de Senna, precisamos descer o projeto no detalhe, ainda estamos com algumas pendências que é saber quais e quantas lojas serão, mas podemos pegar a Morumbi como modelo.</p><p>Com isso, precisamos fazer um briefing criativo para orientar o time a desenvolver ideias a partir dos novos cenários:</p><p>&nbsp;</p><p>Cenário 1 - Circuito da emoção na loja Morumbi, depois desdobrariamos para &nbsp;Interlagos e SP Market. Aqui precisamos ajustar o conceito que levamos a partir dos dont's que a Netflix passou;</p><p>&nbsp;</p><p>Cenário 2 - Ideia Pipo pensada na loja Morumbi também.</p><p>&nbsp;</p><p>Abaixo deixo pontos importantes para termos em mente ao descer as ideias:</p><p>&nbsp;</p><p>Guide com os dont's em anexo;</p><p>Assets/KV liberado via e-mail (precisam solicitar acesso, para a Netflix liberar);</p><p>Precisamos ter sempre em mente que não podemos usar NADA que remeta a FÓRMULA 1;</p><p>Precisamos focar na série, um caminho bacana é usar o nome dos episódios: 1 Vocação, 2 Determinação, 3 Ambição, 4 Paixão, 5 Herói, 6 Tempo;</p><p>Não podemos trazer nenhuma outra empresa em evidência, nem no capacete, nem nas roupas, em nada, somente CLARO e NETFLIX;</p><p>Não podemos criar nada que remeta diretamente ao Ayrton, nem o nome, precisaremos trabalhar com ''O que espera ver na série? '' ''O que gostaria de ver na série sobre o Senna? '' Falar sobre cenas da série, trazer frases neutras como ''Veja as vitórias no Claro TV+...’’;</p><p>Replica do capacete e macacão, Claro e Netflix amaram e podem nos ajudar a conseguir internamente, Claro já tem 30 capacetes;</p><p>Som das emoções precisamos rever, pois não podemos citar o Ayrton, precisaremos retrabalhar e focar na série;</p><p>Textos das telas estão OKs;</p><p>Sessão de cinema OKs;</p><p>Enxoval OKs;</p><p>O envelopamento do simulador precisa ser simples, sem defender nenhuma marca, somente Claro e Netflix;</p><p>Para a ativação do pneu, podemos trazer um carro neutro, sem remeter a formula 1 e sem marcas;</p><p>Não podemos utilizar personagens da série e nem da vida real;</p><p>Não podemos expor os vídeos/trailers antes do dia 3 de Novembro que é o dia que eles postarão o ultimo vídeo, só podemos postar o que eles já postaram;</p><p>Podemos utilizar o ator principal (Gabriel Leone).</p>"", 'deadline': '2024-10-04 19:00:00', 'reason': 'adjustment', 'assignedTo': [], 'assignedUsers': None, 'isEdition': False, 'attachments': '[]'}, 'company_id': 3898, 'created_at': '2024-09-26 20:01:20', 'updated_at': '2024-09-26 20:01:20', 'deleted_at': None, 'reason': 'adjustment', 'deadline': '2024-10-04T19:00:00.000Z', 'attachments': []}]"
